record name;time length(s);states;ow
C76;187;cl-li (9s)-a-str-cl (8s)-st-cl (3s)-a-cl-a-cl (9s)-k-cl-a-cl (14s)-a-cl (17s)-w (3s)-st-cl (13s)w-cl (3s)-w-a-w (3s)-cl-a-w-st-w-st-w (6s)-a-cl-a-cl (3s)-w (16s)-wf-st-a-exp (19s)-a-w (9s);
C77;212;cl (3s)-str-cl (4s)-st (5s)-w-str-st-w-st (4s)-a-cl-w-k-cl-str-k-st-w-st-str-w-wf-str-stf-w-wf-str-w-a-str-a-w-a-cl (4s)-a-cl (4s)-a-w (3s)-a-w (3s)-st (5s)-a-k-str-st-w-st-cl-str-str-st (5s)-a-str-st (3s)-a-st-cl-w-a-a-st-w-a-str-str-str-st-w (9s)-st (5s)-str-a-li (3s)-a-st-cl (7s)-a-a-str-w-cl (8s)-w-a-st-a;
D78;166;cl (8s)-w-cl (3s)-w-cl (14s)-k-cl (6s)-w-a-cl (17s)-st (3s)-cl (5s)-a-cl (3s)-k-cl (14s)-w-st-a-str-st-str-str-a-cl (6s)-k-cl str-cl (13s)-str-cl (7s)-str-str-str-st (3s)-str-str-str-cl (13s)-str;
D79;179;w (8s)-a-w (3s)-st-w (7s)-a-w (3s)-k-w (9s)-a-ex (13s)-a-a-exp (13s)-str-li-exp (16s)-st-str-w-a-exp (72s)-a-a-w (5s)-st-a;
D81;204;li (4s)-st-str-li-cl (8s)-w-str-w-cl (3s)-w (5s)-li (5s)-w-cl (8s)-w-cl (9s)-w-a-w (5s)-a-w-cl (6s)-w (10s)-cl (10s)-st-w (3s)-a-w (3s)-li (5s)-a-a-w-cl (3s)-w-st-w (5s)-cl-w (3s)-a-w-st-cl (13s)-str-cl (17s)-li (4s)-cl (22s)-a-k-cl;
D82;153;st (4s)-cl-a-cl (4s)-a-cl (3s)-a-cl (7s)-st (3s)-cl (16s)-st (3s)-cl (13s)-li-a-cl (3s)-a-cl (9s)-str-str-cl (9s)-w-str-cl-st-cl (3s)-st (13s)-cl (5s)-a-cl-k-cl (5s)-w (3s)-st-exp (15s)-wf;
D84;186;cl-a-cl (7s)-str-str-str-cl-a-cl (34s)-k-a-st-w-cl (32s)-cl-a-cl (3s)-a-cl (7s)-k-cl (3s)-w-cl-a-a-cl (5s)-li-w (4s)-cl (7s)-w (3s)-w (7s)-cl-str-cl-a-cl (7s)-w (5s)-li (3s)-w (10s);
D86;159;cl (3s)-w-cl (30s)-a-cl-a-cl-str-a-cl (5s)-w (3s)-cl (7s)-w-st-a-cl (11s)-k-cl (39s)-st-cl (33s);
E93;222;st (3s)-cl (3s)-st (3s)-a-cl (5s)-st (8s)-a-cl-a-cl (5s)-w-a-cl (3s)-str-str-cl-w-cl-str-st (3s)-cl (5s)-str-st-li-k-cl (3s)-str-a-cl (5s)-str-st (3s)-a-cl (15s)-st (4s)-a-str-li (3s)-cl-str-k-cl-str-str-cl (5s)-a-cl (17s)-str-cl (4s)-a-cl (19s)-a-cl (3s)-str-cl-str-cl-w-cl (9s)-a-cl (3s);
E94;232;cl (4s)-a-cl (17s)-a-cl-a-cl (3s)-li-cl-li-a-cl-a-a-str-cl-str-st-a-cl (5s)-a-cl (5s)-li (3s)-cl (3s)-a-cl (9s)-w (3s)-cl (10s)-a-cl (8s)-a-cl (5s)-li (3s)-cl-str-cl (3s)-a-cl (6s)-a-cl (32s)-a-cl-li (8s)-cl (12s)-k-cl (29s);
E96;166;cl (3s)-a-cl (8s)-str-cl-a-str-w-st-w-st-cl (23s)-li-cl (3s)-str-cl (26s)-w-cl (3s)-w-st-a-cl (3s)-st (5s)-cl (7s)-a-cl (36s)-a-cl (9s);
E98;291;w (5s)-cl (4s)-w-a-w-a-li-a-w-a-w-a-a-a-st (3s)-w (5s)-a-st-a-w (8s)-st-w (5s)-str-w (4s)-a-w (4s)-a-w (4s)-str-exp (12s)-a-w (4s)-str-exp (52s)-a-a-w-a-a-w-st-li-w-str-a-cl-a-st (3s)-w-cl-w-wf-a-k-wf-a-w-cl-w-k-w (6s)-a-w (6s)-str-a-a-cl (5s)-li (3s)-cl (12s)-w (7s)-st (11s)-a-w;
E100;207;w-wf-str-st-a-a-w (3s)-wf (3s)-w-a-w-cl-w-str-a-k-w (3s)-wf-a-a-wf-st-w-wf-w-str-a-a-str-a-w-a-w (7s)-str-exp (16s)-a-w-a-w (8s)-a-w (3s)-a-w (5s)-a-exp (11s)-st-w (3s)-a-li (3s)-w (3s)-a-st-w (3s)-wf-a-cl (7s)-wf (3s)-w-str-w (4s)-a-exp (17s);
C122;284;w-wf-str-str-st-w-li-str-st (36s)-w-st (3s)-a-str-a-st (6s)-str-str-cl-st (16s)-w-a-cl (6s)-st-li (4s)-cl (3s)-str-st-cl (21s)-st (7s)-cl (8s)-w-cl-a-str-st (3s)-w-cl-str-cl (7s)-w-str-cl (3s)-st (5s)-cl (8s)-str-cl (4s)-a-st (8s)-a-cl (6s)-a-cl (13s)-str-st (7s)-li (12s)-cl (3s);
C123;230;cl-a-w-cl (3s)-a-cl-w-cl (6s)-w-cl (4s)-k-cl (7s)-str-li (8s)-cl (6s)-a-k-cl (21s)-str-cl (13s)-a-st-cl (4s)-w-cl (10s)-str-w-str-cl-str-cl (5s)-a-a-cl (4s)-a-cl-a-str-w-str-cl (10s)-st (3s)-cl (14s)-li (4s)-cl-a-w-cl (17s)-k-w (3s)-cl (10s);
C125;269;w-a-w-cl-w-cl (4s)-a-cl-li (5s)-cl (3s)-str-cl (6s)-str-st (4s)-cl-a-cl (3s)-a-cl-a-cl (3s)-str-cl-a-str-cl (12s)-st (3s)-a-a-cl (9s)-li (3s)-a-cl (3s)-a-a-w-cl (9s)-li (3s)-str-w-cl (6s)-str-w-cl (9s)-w-a-w-a-cl-w (3s)-cl-a-cl (3s)-str-a-cl (10s)-a-cl (14s)-a-a-a-cl (17s)-a-a-w-st-cl (4s)-a-cl-li (6s)-cl (3s)-w-cl-w-cl (17s)-w (3s)-cl;
C126;193;st-a-w-cl (11s)-a-a-cl-w-a-cl (3s)-li-str-str-a-w-a-w-cl (4s)-str-w-cl (9s)-li-cl-a-a-w-cl-w (3s)-cl (5s)-w-cl-w-st-w-str-a-wf (5s)-w (4s)-st-w (6s)-li (6s)-st-cl (17s)-w-wf-str-w (3s)-wf-w (11s)-str-str-w (25s)-wf-w (7s);
C128;166;exp (13s)-a-exp (9s)-a-w-cl (4s)-w-a-li-w (8s)-a-cl-w-a-cl-exp (17s)-a-w-a-cl-w-li-a-cl (4s)-li-cl (10s)-li (3s)-cl (6s)-w (3s)-a-w (9s)-st-w (4s)-str-w (9s)-a-st-exp (16s);
C129;157;wf (4s)-a-w (4s)-str-w (6s)-a-exp (11s)-str-exp (36s)-a-w (7s)-a-cl (4s)-k-w (4s)-str-w (5s)-a-w-a-w (4s)-str-str-str-exp (23s);
C130;158;w-cl (5s)-li (12s)-a-cl (24s)-a-cl (3s)-str-a-cl (9s)-a-cl-a-cl (16s)-str-cl-li (3s)-cl (4s)-a-a-cl (11s)-a-cl (6s)-a-a-cl (3s)-w-cl (4s)-a-cl (5s)-a-cl;
A84;288;cl-w-cl-str-str-w-str-w-str-cl-w-cl-w-cl-w-cl-w-cl-w-k-w-cl-str-k-cl (4s)-w (4s)-k-w (4s)-cl-w-cl-li-cl (4s)-w-a-cl (6s)-str-cl (3s)-wf-cl-w-str-cl (3s)-a-cl-str-cl (3s)-str-w-cl-str-cl-a-str-cl-w-str-cl-str-cl-w-cl (3s)-w-cl-w (3s)-cl (5s)-w-k-w (6s)-cl-k-cl (3s)-w-cl-w-a-w-str-cl-str-w (3s)-cl-str-str-cl-str-cl (3s)-str-w-cl (3s)-k-w-cl (10s)-li-cl-li-cl-w-cl-str-cl (4s)-a-a-cl (4s)-w-cl (3s)-w-cl-k-cl-li (3s)-cl-w-str-w (6s)-k-w-cl (7s)-a-li-cl (4s)-k-cl-w (4s)-k-k-cl (4s)-w (4s)-a-cl-a-cl-a-cl;
A85;93;w-cl-w-cl (3s)-wf-cl-wf-k-cl-str-cl-str-cl-str-cl-st-cl (9s)-w-str-cl-w (3s)-k-cl-w (3s)-cl-str-cl-li-w-k-cl-w-str-cl (5s)-str-w (3s)-cl-k-li-k-w-k-cl (3s)-w-li-st-cl (5s)-st (3s)-k-w-cl;
A86;213;exp (15s)-str-exp (13s)-cl (5s)-w-k-k-cl-w-cl-a-cl-li-cl-k-cl-w-k-li-st-cl (12s)-w-cl (10s)-str-cl-a-cl (7s)-w-cl (4s)-w-cl (5s)-a-cl (10s)-a-cl (9s)-li-cl (3s)-li-w (3s)-k-str-w-wf-k-str-w (3s)-cl-str-w-cl-w-str-w-str-w-cl (9s)-a-k-li-k-k-w-cl (7s)-str-cl (5s)-w-cl-k-cl;
A87;140;w (5s)-cl-w-li (3s)-cl-str-cl-w-cl-str-cl-str-cl-k-cl-st-cl-a-cl-w-cl (8s)-st-cl-k-cl-w-cl (3s)-a-cl-w-cl (7s)-str-st-cl-w-cl (11s)-st (3s)-str-w-cl-w-cl (5s)-a-cl (4s)-st-cl (4s)-w-k-cl (3s)-w-st-k-w-cl (13s)-st-cl (9s)-st-cl-a-k-cl-str-cl (4s)-st (8s)-k-cl-k-cl-w-cl-w-cl-str-cl (3s)-li-cl-st (7s)-cl (8s)-k-cl (10s)-str-st-k-cl (3s)-st-cl-w-k-cl-w (5s)-cl;
B61;212;cl-w-str-cl-w-str-cl (5s)-w-a-cl-w-cl (6s)-st-cl (4s)-a-cl (4s)-st (4s)-cl (5s)-w-cl (3s)-w-a-cl-a-cl (3s)-w-cl-k-cl (4s)-a-k-cl (4s)-li (3s)-k-cl-w (3s)-a-w-a-w-st-cl (24s)-w-cl (3s)-a-cl-str-cl (5s)-str-cl (3s)-a-st (9s)-a-cl (39s)-a-k-st-w-str-w (3s)-cl (4s)-w-cl-str-cl (8s)-a-cl (11s)-str-cl;
B62;60;cl (9s)-a-cl (7s)-str-a-cl (7s)-w-cl (5s)-a-cl-w-cl (3s)-str-cl (4s)-a-a-str-exp (7s)-str-exp (9s);
B63;240;wf-w-cl-wf (4s)-cl-li (6s)-wf (4s)-st (6s)-str-w-str-w-str-wf (4s)-cl-w (8s)-cl (8s)-w (3s)-cl (4s)-str-cl (6s)-w-cl (4s)-str-cl-str-st-str-str-str-w-a-k-w-str-str-w-k-w (4s)-cl (4s)-w-cl (4s)-w-str-w-str-wf (9s)-cl (9s)-w-str-li-st (8s)-cl (5s)-str-str-str-st (7s)-a-st-li (5s)-cl (15s)-st (4s)-a-wf-str-w-cl (34s)-str-wf-cl;
B64;186;cl (5s)-li-str-w-str-wf (4s)-cl-a-w (5s)-st-exp (26s)-a-cl (5s)-a-cl (6s)-a-cl (3s)-k-cl-w-wf (4s)-cl-str-str-cl (6s)-w-st-cl-w-str-str-cl (6s)-str-cl (3s)-w-str-a-w-str-w-cl (6s)-str-w-cl (5s)-str-st (3s)-a-st-cl (7s)-a-st (4s)-w-cl-w (3s)-cl-w-cl (4s)-st-cl (15s)-li (3s)-cl (5s)-w;
B65;71;cl-w-cl (4s)-k-cl (4s)-a-cl-a-cl-w-cl (10s)-str-cl-k-cl-a-cl-w-cl (5s)-str-cl (10s)-a-w-a-str-w (3s)-a-w (9s);
B66;169;cl (4s)-st-k-st-k-wf-cl (3s)-wf-w-cl (4s)-a-st (4s)-cl-w (6s)-cl-a-w-cl (3s)-a-cl (8s)-k-cl (5s)-w-cl-k-cl-a-w-wf-str-cl (4s)-w (3s)-wf-w-cl (3s)a-cl (10s)-st-cl-a-st (3s)-cl-w-k-w-wf-cl (23s)-w-str-k-w-cl (17s)-w-cl (4s)-a-exp (9s)-a-w;
B67;99;cl (8s)-wf-cl-w-cl (5s)-w-wf-cl-li-cl-w-cl-a-cl (3s)-w-cl (9s)-li-cl-li-w (5s)-a-w-cl (9s)-li (3s)-cl (5s)-w-cl-w (5s)-a-a-cl (17s);
D89;180;cl-str-str-cl (8s)-a-cl (6s)-w-str-w (5s)-a-st-w-st (3s)-w (5s)-cl (8s)-str-a-cl (4s)-str-w-str-st-k-cl (6s)-li-a-cl-str-cl (14s)-a-cl-w-cl (20s)-li (3s)-cl (13s)-a-st-cl (3s)-st-cl (11s)-a-w-st-w (5s);
D90;108;w-wf-w-str-w (5s)-a-w-st-str-w-wf-w-st-w-wf-st-w (3s)-wf-w-wf-str-str-str-w (6s)-a-w-st-w-wf-w (4s)-wf-str-wf (4s)-w (3s)-wf (6s)-str-wf (3s)-w (3s)-str-wf-w (8s)-wf (3s)-w-a-a-w-wf (12s);
D92;181;cl-w-cl-w-str-cl-str-cl (3s)-w-cl-w-cl-a-cl (3s)-li (4s)-cl (3s)-w-str-cl (3s)-a-cl-w (6s)-str-w (4s)-wf (7s)-st (3s)-str-w (5s)-str-w (16s)-str-exp (14s)-a-w (6s)-a-w (3s)-wf-str-w (6s)-a-w (3s)-str-w (3s)-st-w-a-k-w (3s)-a-exp (17s)-st-a-li-w (3s)-a-cl (4s)-li-cl (6s)-str-cl;
D94;183;a-str-cl-w-cl-str-cl (5s)-str-cl (11s)-w-cl (10s)-k-cl (3s)-k-cl-str-cl (3s)-a-cl (6s)-w-cl (14s)-a-cl (9s)-k-cl (10s)-li (5s)-cl (4s)-st-str-str-w (5s)-st-w-cl (10s)-st-str-str-str-ow-a-cl (4s)-k-cl (9s)-a-cl (4s)-str;push of the aphid
D96;105;li (3s)-w (5s)-wf-str-w (5s)-a-w (4s)-st-exp (12s)-str-str-exp (17s)-a-exp (13s)-st-w-str-w (3s)-st (8s)-w (11s);
D97;58;li (5s)-cl (3s)-str-w (4s)-a-w-a-w (3s)-st-w (12s)-a-w (10s)-a-w (7s);
E41;203;ow-a-cl-a-w (3s)-cl-w-cl-k-st-li (3s)-cl (13s)-a-cl (11s)-a-cl-a-a-cl (32s)-a-cl (3s)-w-cl (14s)-w-cl-w-cl (3s)-a-cl (11s)-w-cl (12s)-a-cl (6s)-a-cl (5s)-a-cl (13s)-a-cl (10s)-k-cl (5s);whole
E42;147;exp (10s)-a-w (3s)-a-exp (11s)-str-exp (6s)-str-exp (10s)-a-w-str-w (4s)-a-str-exp (18s)-a-w (3s)-a-w-a-w-a-w-cl-w (6s)-li (7s)-w-str-str-w-st-w (4s)-a-w (6s)-a-w-a-w (9s)-a-w (7s)-a-w (4s);
E43;152;ow-st (3s)-cl-a-w-a-w-a-cl-a-cl (6s)-w-cl-a-k-cl (4s)-w-cl (7s)-a-cl (24s)-w-cl (8s)-li-cl (14s)-str-cl (7s)-st-cl-a-k-cl (6s)-a-cl (13s)-li-cl (11s)-a-cl (3s)-st-cl;whole
E46;224;w (3s)-cl (4s)-w-a-w-a-w-a-exp (19s)-str-exp (28s)-str-w (7s)-st-w-a-w-a-k-w (14s)-a-w-st (3s)-a-w (4s)-a-w (14s)-st-a-cl (5s)-w-cl (6s)-st-w-cl (3s)-li (3s)-k-cl (24s)-a-cl (3s)-a-cl (7s)-str-str-str-k-w-st-cl (18s)-a-w;
E48;139;st-cl-li-str-str-a-cl (3s)-a-cl (4s)-str-str-li (4s)-st (3s)-str-str-str-st (4s)-cl (11s)-a-cl-w-cl (13s)-st (5s)-cl (17s)-str-str-cl (12s)-w-cl (7s)-li-cl (17s);
E103;197;cl (12s)-a-k-cl (3s)-a-cl (9s)-li-cl (10s)-li (5s)-cl (6s)-a-cl (3s)-a-cl (21s)-k-cl (26s)-a-cl (45s)-li (3s)-cl (29s);
E104;181;cl (6s)-str-w (3s)-cl-a-cl (3s)-w-cl (4s)-w (6s)-st (3s)-w-cl (3s)-w 14s)-a-w (6s)-cl-a-li (6s)-cl (17s)-k-cl (14s)-a-k-cl (5s)-li-w-cl (31s)-a-cl (4s)-li-cl-a-cl (3s);
E106;253;w (3s)-st-w (3s)-wf-w-str-str-w (3s)-a-w-st-w (4s)-st (3s)-cl (3s)-k-cl-w (10s)-st-w-a-w (3s)-st-str-w (3s)-st-w-wf-stf-k-a-w-a-str-a-exp (24s)-cl (4s)-w-cl-w (3s)-cl-a-cl-a-w-str-w-str-w (3s)-a-w (3s)-a-w (3s)-cl (6s)-li (3s)-cl (4s)-w-cl (5s)-w (5s)-a-w-a-w-cl-st-k-st-cl (4s)-st (5s)-a-w-a-st-w-a-w (8s)-cl (5s)-li (3s)-w (3s)-wf-str-str-str-w-wf-w-wf (10s)-a-a-wf (4s);
E108;138;w (3s)-a-w (4s)-a-a-w-a-w-st-w (3s)-st-w (5s)-a-w (9s)-a-w-cl-a-w-a-w (3s)-str-w (5s)-a-exp (29s)-st-w-wf-st-str-str-str-w-str-w (3s)-str-w (4s)-str-w-str-w-a-w-a-w (6s);
E110;214;cl (13s)-w-cl (8s)-a-cl (8s)-a-cl-a-cl (10s)-w-cl-a-cl (4s)-li (3s)-cl (7s)-a-st-cl (14s)-a-cl (10s)-a-cl (9s)-li (5s)-cl (63s)-w-cl (3s)-a-cl-a-k-cl (7s)-a-cl (4s)-a-cl (4s);
C134;191;cl (77s)-a-cl-w-wf-cl (18s)-str-str-wf-cl (28s)-li (4s)-cl-a-cl (18s)-st (3s)-cl (6s)-a-st (3s)-k-cl (9s);
C135;144;a-w (3s)-st-w (3s)-cl (3s)-w (7s)-st-w (5s)-wf-w-wf-str-w (13s)-wf-w-str-w (34s)-st-w (3s)-cl-a-w-cl-w (19s)-a-str-str-str-exp (8s)-str-exp (12s);
C137;234;cl-a-cl (13s)-str-str-a-cl (19s)-w-str-str-cl (4s)-li-cl (10s)-w-st-str-w-cl (3s)-w (3s)-cl-w-str-w-cl-a-a-cl (14s)-a-a-cl (13s)-str-cl (7s)-str-str-str-cl (8s)-a-cl-a-cl-str-cl-a-cl (8s)-li-cl (8s)-a-st-cl-str-cl-a-str-cl (5s)-a-cl (8s)-str-cl-li-cl-a-k-cl (17s)-a-w;
C139;199;ow-cl-a-cl (32s)-a-a-cl-a-cl-w-cl (17s)-a-cl (11s)-a-cl (5s)-a-cl (11s)-a-cl (28s)-li-cl (7s)-li-cl (34s)-a-cl (5s);whole
C141;221;exp (12s)-st-w (4s)-li-str-cl (5s)-st-li-str-w (3s)-wf (6s)-w (4s)-cl-str-a-w-a-w (16s)-st (5s)-w (3s)-a-st-w (10s)-cl (6s)-w (3s)-li (3s)-st (3s)-str-st (7s)-w (3s)-wf-w-wf (6s)-a-w (14s)-st-exp (15s)-st-w-str-str-w (6s)-li (5s)-a-w-a-w (7s)-wf-str-w (8s)-wf (4s)-w (3s);
A95;39;cl-a-cl-a-cl-a-li-cl-w-cl-k-cl-str-w-cl-a-cl (4s)-a-cl (10s)-w;
A96;69;w-cl-k-cl-k-cl-w (9s)-a-cl (18s)-a-cl-w-cl-w-cl-str-cl-w (4s)-cl-w-cl-k-cl-str-w;
A97;61;w-str-li-w-wf (12s)-w (4s)-cl (5s)-w (3s)-cl-w-cl-w-wf-w-cl (4s)-w (3s)-cl-w-cl (3s);
A98;108;cl (12s)-li-k-cl (44s)-k-cl-w-str-li-w-wf-cl (5s)-w-wf (5s)-w (18s)-wf (5s);
A99;178;w (10s)-cl (4s)-k-k-w-a-w (6s)-cl (3s)-li (8s)-cl (3s)-w (4s)-cl (4s)-li (3s)-w-cl (9s)-li-cl (5s)-w-cl (6s)-str-cl (4s)-w-cl (3s)-w-wf (16s)-a-str-st (17s)-wf (9s)-st-w (28s);
A100;76;w-k-w-cl (11s)-w (3s)-cl-li-w (3s)-wf (7s)-li-cl-w-cl (3s)-str-cl-str-cl-w-st-cl (5s)-k-w-str-wf (4s)-w-cl-w;
B73;269;w (6s)-wf (4s)-w (3s)-wf (7s)-w (8s)-str-w (5s)-st-cl-w-cl (4s)-w (3s)-cl (6s)-w (3s)-cl (3s)-str-w-str-exp (15s)-str-ow-w (4s)-str-exp (14s)-str-w (6s)-str-w (4s)-str-w (7s)-str-w-str-st (7s)-w (3s)-st (4s)-cl (14s)-w-str-w (3s)-cl-li-cl (4s)-st-w-str-exp (11s)-str-exp (20s)-cl-li-cl (6s)-str-cl-w (3s)-str-w (7s)-cl-str-st-w-cl (4s)-li (3s)-cl (6s);jump to other leave
B74;159;cl (21s)-a-cl (13s)-str-cl (7s)-w-cl (57s)-li-cl (5s)-li-cl (26s)-a-cl (14s);
B75;236;w (5s)-a-k-cl-w (3s)-a-cl-w-str-exp (33s)-st-li (11s)-w (3s)-a-w-cl-w-li-w-a-k-cl-str-w-ow-w (5s)-wf (5s)-w (8s)-cl (11s)-st-str-str-w (7s)-cl (10s)-w (9s)-cl (8s)-w (11s)-cl (24s)-st (4s)-w-str-cl (9s)-st (5s)-w-cl (8s);push of the aphid
B76;147;cl-st-w-st-cl (12s)-w-cl (18s)-str-w (3s)-cl (10s)-w (14s)-cl (3s)-str-w (6s)-cl-w (4s)-cl (4s)-li (3s)-cl (4s)-w (9s)-cl (18s)-w (5s)-cl (11s);
B77;213;exp (23s)-str-w-wf (4s)-w (8s)-a-w (4s)-wf (4s)-a-k-cl (3s)-a-exp (15s)-wf (3s)-st-wf-str-w (6s)-cl-a-w (19s)-wf (4s)-w-str-cl (5s)-a-k-w-cl (3s)-a-w (15s)-cl (3s)-a-w (35s)-cl (24s);
B78;220;cl (4s)-st-li (6s)-cl (4s)-st-cl (37s)-str-cl-str-cl (9s)-str-st (6s)-w (5s)-k-w (5s)-wf (3s)-a-li-cl (15s)-w (3s)-wf-str-cl (3s)-li (3s)-cl (11s)-str-w-cl-li-cl (3s)-str-cl (4s)-st-cl (12s)-st-cl (16s)-k-cl (7s)-a-cl (6s)-st (3s)-cl-w-str-li-w-cl (10s)-li-cl;
C61;263;wf (7s)-w-wf-w (6s)-wf-exp (29s)-st-exp (63s)-a-k-li-w (4s)-str-st-w (3s)-a-w (7s)-wf (4s)-st-cl-a-w (19s)-wf-stf-wf (5s)-w (4s)-wf-exp (46s)-str-w (3s)-str-w (5s)-str-exp (12s);
C62;262;w-st (3s)-w-st (4s)-w (3s)-cl (3s)-w-cl (26s)-a-w (6s)-cl (3s)-w (7s)-st-w-st-w (17s)-wf-w (21s)-wf-w-li-exp (14s)-str-w-str-exp (13s)-a-w (17s)-k-a-cl-a-st-a-w (4s)-a-exp (13s)-str-exp (60s);
C63;237;cl (4s)-a-cl (21s)-ow-st-cl (19s)-w-cl-st-cl (4s)-st-cl (24s)-st-cl (5s)-w-cl-li-cl (31s)-w-cl (14s)-str-cl (17s)-w-cl (7s)-a-k-w-cl (4s)-a-k-w (4s)-cl-li-cl (8s)-w-cl (7s)-li-cl (15s);push of the aphid
C64;153;cl (5s)-w (5s)-a-k-w (11s)-cl (4s)-a-li-cl (6s)-st-w-cl (4s)-st-w-a-cl-st (15s)-w (9s)-wf (10s)-exp (16s)-st-w-st-w-st-exp (16s)-a-w (21s);
C65;233;cl (110s)-w (3s)-cl (3s)-str--cl (6s)-w-cl-li-cl-w (4s)-cl (10s)-a-w-cl (3s)-li (5s)-cl (15s)-a-k-cl (4s)-str-str-w-str-w-cl (37s);
C66;255;cl (22s)-li-cl (10s)-st-cl (5s)-st-cl-a-cl (5s)-w-cl-li-cl-w-cl-w (4s)-cl-w (3s)-cl-w-st-cl (4s)-w-cl (7s)-w-cl (33s)-st (16s)-cl (31s)-w (5s)-a-str-w (3s)-a-w (5s)-a-cl (10s)-w (7s)-cl (4s)-w-k-w (3s)-wf (4s)-cl (4s)-w-a;
D69;110;cl (4s)-w-cl (6s)-w (3s)-a-cl-exp (11s)-cl-exp (11s)-cl (15s)-w (5s)-cl-w (8s)-cl (24s);
D70;140;w-cl (3s)-w (3s)-cl-w-cl (24s)-st (13s)-cl (9s)-st-cl (26s)-li-cl (21s)-st-w-cl-li (3s)-cl-st (6s)-cl (10s)-w-cl;
D72;183;cl-li-w-cl-li (4s)-cl (4s)-w (3s)-a-cl (6s)-k-cl-a-cl (12s)-li-cl-k-st-cl (23s)-st-cl (18s)-a-cl (5s)-a-a-cl-a-cl (4s)-w (4s)-k-w (5s)-cl (9s)-w (6s)-cl (26s)-st-cl (10s);
D73;220;wf-a-w (7s)-wf-w-cl-a-w-wf-w-cl-wf (3s)-w (12s)-wf (3s)-w (5s)-cl-w (6s)-st-wf-w-wf (7s)-w (18s)-wf-w-cl-a-cl (15s)-a-cl (5s)-exp (29s)-st-w-st-a-cl (4s)-exp (32s)-wf-st-w (4s)-st (8s)-w (3s);
D76;129;exp (25s)-a-w (5s)-cl (4s)-w (5s)-a-cl (8s)-w (8s)-st-exp (32s)-st-li-w (5s)-st-w (8s)-cl-exp (12s);
