plot;date;plant;aggr;JUMP;needle;t-1_w;t-1_st;t-1_a;Hyp;oHyp;oJUMP;oBITE;;;;;;
Oh-02_ext;20.08.2018;Beta;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Oh-02_ext;20.08.2018;Beta;7;1;0;0;0;1;1;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;4;0;0;0;1;0;1;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;4;0;0;0;0;1;0;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;6;0;0;0;0;1;1;1;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;6;0;0;1;0;0;0;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;6;0;0;0;0;1;1;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;4;0;0;1;0;0;0;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;7;0;0;0;0;1;0;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;7;0;0;0;0;1;0;0;0;0;;;;;;
Oh-02_ext;26.08.2018;Ceta;6;0;0;0;0;1;0;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;0;0;0;1;1;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;0;0;0;1;0;6;0;2;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;0;0;0;1;1;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;0;0;1;0;1;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;7;0;0;1;0;0;1;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6,5;1;0;1;0;0;0;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6,5;1;0;1;0;0;1;3;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;1;0;0;1;1;0;0;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6;0;1;0;0;1;1;0;1;0;;;;;;
Oh-02_ext;01.09.2018;Delta;6,5;1;0;1;0;0;1;0;1;0;;;;;;
Om-02;04.08.2018;Alpha;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02;04.08.2018;Alpha;6,5;1;0;0;1;0;1;0;0;0;;;;;;
Om-02;04.08.2018;Alpha;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02;04.08.2018;Alpha;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02;04.08.2018;Alpha;3;0;1;0;0;1;0;0;0;0;;;;;;
Om-02;04.08.2018;Alpha;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02;09.08.2018;Alpha;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Om-02;09.08.2018;Alpha;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Om-02;09.08.2018;Alpha;2;0;0;0;0;1;0;0;0;0;;;;;;
Om-02;09.08.2018;Alpha;4;0;0;1;0;0;1;0;0;0;;;;;;
Om-02;09.08.2018;Alpha;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;6;0;0;1;0;0;0;0;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;7;1;0;0;0;1;1;6;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;6;0;1;0;0;1;1;0;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;6,5;1;0;0;0;1;1;0;1;0;;;;;;
Om-02_ext;20.08.2018;Beta;6;0;1;0;1;0;0;0;0;0;;;;;;
Om-02_ext;20.08.2018;Beta;7;0;0;0;0;1;1;2;0;1;;;;;;
Om-02_ext;23.08.2018;Beta;6,5;1;0;0;1;0;1;0;0;0;;;;;;
Om-02_ext;23.08.2018;Beta;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;23.08.2018;Beta;6,5;1;0;1;0;0;0;0;1;0;;;;;;
Om-02_ext;23.08.2018;Beta;6,5;1;0;0;1;0;1;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;5;0;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;4;0;0;0;0;1;0;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;4;0;0;1;0;0;0;0;0;0;;;;;; 
Om-02_ext;26.08.2018;Beta;6;0;0;0;1;0;0;0;0;1;;;;;;
Om-02_ext;26.08.2018;Beta;1;0;0;1;0;0;1;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;7;0;0;0;0;1;0;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;6;0;0;0;1;0;0;0;0;0;;;;;;
Om-02_ext;26.08.2018;Beta;6;0;0;1;0;0;0;0;0;1;;;;;;
Om-02_ext;01.09.2018;Ceta;6;0;0;1;0;0;0;0;0;0;;;;;;
Om-02_ext;01.09.2018;Ceta;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Om-02_ext;01.09.2018;Ceta;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Om-02_ext;01.09.2018;Ceta;6,5;1;0;1;0;0;1;0;0;0;;;;;;
Om-02_ext;01.09.2018;Ceta;6,5;1;0;0;0;1;1;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;4;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;2;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;3;0;0;0;1;0;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;1;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;1;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;2;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;3;0;0;0;0;1;1;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;1;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;05.08.2018;Alpha;3;0;0;0;1;0;0;0;0;0;;;;;;
Nh-05_ext;10.08.2018;Alpha;3;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;10.08.2018;Alpha;2;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;10.08.2018;Alpha;2;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;10.08.2018;Alpha;2;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;10.08.2018;Alpha;2;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;3;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;6;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;2;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;3;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;3;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;3;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;14.08.2018;Alpha;1;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;6;0;0;0;0;1;1;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;3;0;0;1;0;0;0;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;6;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;1;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;1;0;0;0;0;1;0;0;0;0;;;;;;
Nh-05_ext;19.08.2018;Alpha;6;0;1;1;0;0;1;0;0;0;;;;;;
